Pasture,Date,Plot,Reading #,High,Low,Spp,G_B,Screen1,Reading_No,Adj_Low,Week,Biomass_lbs_ac,V_E_F,G_UG,PastureNm,Comments,Year,bm,Id
26W,2016-08-26,PEX1,,13.0,2.0,HECO,b,0.0,16.0,2.0,16b,469.386,,,,,2016,608.1999999999999,26W_PEX1
26W,2016-08-26,PEX1,,13.0,3.0,VUOC,b,1.0,17.0,,16b,,,,,,2016,741.7999999999998,26W_PEX1
26W,2016-08-26,PEX1,,30.0,2.0,CADU,b,0.0,18.0,2.0,16b,469.386,,,,,2016,1011.1,26W_PEX1
26W,2016-08-26,PEX1,,16.0,3.0,THFI,b,,19.0,,16b,,,,,,2016,812.9,26W_PEX1
26W,2016-08-26,PEX1,,11.0,2.0,BOGR,b,0.0,20.0,2.0,16b,469.386,,,,,2016,560.8,26W_PEX1
26W,2016-08-26,PEX1,,13.0,3.0,BOGR,b,0.0,21.0,3.0,16b,704.079,,,,,2016,741.7999999999998,26W_PEX1
26W,2016-08-26,PEX1,,25.0,5.0,HECO,b,0.0,22.0,5.0,16b,1173.465,,,,,2016,1293.4,26W_PEX1
26W,2016-08-26,PEX1,,9.0,2.0,BOGR,b,0.0,23.0,2.0,16b,469.386,,,,,2016,513.4,26W_PEX1
26W,2016-08-26,PEX1,,13.0,2.0,CADU,b,0.0,24.0,2.0,16b,469.386,,,,,2016,608.1999999999999,26W_PEX1
26W,2016-08-26,PEX1,,5.0,3.0,BOGR,b,0.0,25.0,3.0,16b,704.079,,,,,2016,552.1999999999999,26W_PEX1
26W,2016-08-26,PEX2,,11.0,2.0,VUOC,b,1.0,1.0,,16b,,,,,,2016,560.8,26W_PEX2
26W,2016-08-26,PEX2,,19.0,5.0,VUOC,b,1.0,2.0,,16b,,,,,,2016,1151.2,26W_PEX2
26W,2016-08-26,PEX2,,13.0,6.0,VUOC,b,1.0,3.0,,16b,,,,,,2016,1142.6,26W_PEX2
26W,2016-08-26,PEX2,,24.0,3.0,BOGR,b,0.0,4.0,3.0,16b,704.079,,,,,2016,1002.4999999999999,26W_PEX2
26W,2016-08-26,PEX2,,15.0,4.0,PASM,b,0.0,5.0,4.0,16b,938.772,,,,,2016,922.8,26W_PEX2
26W,2016-08-26,PEX2,,15.0,3.0,HECO,b,0.0,6.0,3.0,16b,704.079,,,,,2016,789.1999999999999,26W_PEX2
26W,2016-08-26,PEX2,,5.0,1.0,BOGR,b,0.0,8.0,1.0,16b,234.693,,,,,2016,285.0,26W_PEX2
26W,2016-08-26,PEX2,,23.0,2.0,HECO,b,0.0,9.0,2.0,16b,469.386,,,,,2016,845.1999999999999,26W_PEX2
26W,2016-08-26,PEX2,,11.0,2.0,BOGR,b,0.0,10.0,2.0,16b,469.386,,,,,2016,560.8,26W_PEX2
26W,2016-08-26,PEX2,,13.0,2.0,BOGR,b,0.0,11.0,2.0,16b,469.386,,,,,2016,608.1999999999999,26W_PEX2
26W,2016-08-26,PEX2,,10.0,2.0,BOGR,b,0.0,12.0,2.0,16b,469.386,,,,,2016,537.1,26W_PEX2
26W,2016-08-26,PEX2,,11.0,2.0,BOGR,b,0.0,13.0,2.0,16b,469.386,,,,,2016,560.8,26W_PEX2
26W,2016-08-26,PEX2,,11.0,3.0,VUOC,b,1.0,14.0,,16b,,,,,,2016,694.4,26W_PEX2
26W,2016-08-26,PEX2,,17.0,2.0,BOGR,b,0.0,15.0,2.0,16b,469.386,,,,,2016,702.9999999999999,26W_PEX2
26W,2016-08-26,PEX2,,9.0,2.0,BOGR,b,0.0,16.0,2.0,16b,469.386,,,,,2016,513.4,26W_PEX2
26W,2016-08-26,PEX2,,7.0,2.0,VUOC,b,1.0,17.0,,16b,,,,,,2016,466.0,26W_PEX2
26W,2016-08-26,PEX2,,13.0,2.0,VUOC,b,1.0,18.0,,16b,,,,,,2016,608.1999999999999,26W_PEX2
26W,2016-08-26,PEX2,,17.0,4.0,PASM,b,0.0,19.0,4.0,16b,938.772,,,,,2016,970.1999999999999,26W_PEX2
26W,2016-08-26,PEX2,,20.0,6.0,VUOC,b,1.0,20.0,,16b,,,,,,2016,1308.5,26W_PEX2
26W,2016-08-26,PEX2,,16.0,5.0,VUOC,b,1.0,22.0,,16b,,,,,,2016,1080.1000000000001,26W_PEX2
26W,2016-08-26,PEX2,,15.0,9.0,PASM,b,0.0,25.0,9.0,16b,2112.237,,,,,2016,1590.8,26W_PEX2
26W,2016-08-31,P1,,11.0,3.0,VUOC,b,1.0,1.0,,17,,,,,,2016,694.4,26W_P1
26W,2016-08-31,P1,,5.0,1.0,BOGR,b,0.0,2.0,1.0,17,234.693,,,,,2016,285.0,26W_P1
26W,2016-08-31,P1,,7.0,3.0,BOGR,b,0.0,3.0,3.0,17,704.079,,,,,2016,599.5999999999999,26W_P1
26W,2016-08-31,P1,,11.0,2.0,VUOC,b,1.0,4.0,,17,,,,,,2016,560.8,26W_P1
26W,2016-08-31,P1,,6.0,1.0,VUOC,b,1.0,5.0,,17,,,,,,2016,308.69999999999993,26W_P1
26W,2016-08-31,P1,,3.0,2.0,BOGR,b,0.0,6.0,2.0,17,469.386,,,,,2016,371.19999999999993,26W_P1
26W,2016-08-31,P1,,6.0,2.0,VUOC,b,1.0,7.0,,17,,,,,,2016,442.29999999999995,26W_P1
26W,2016-08-31,P1,,9.0,3.0,VUOC,b,1.0,8.0,,17,,,,,,2016,646.9999999999999,26W_P1
26W,2016-08-31,P1,,7.0,1.0,PLPA,b,0.0,9.0,1.0,17,234.693,,,,,2016,332.4,26W_P1
26W,2016-08-31,P1,,5.0,0.0,BOGR,b,0.0,10.0,0.0,17,0.0,,,,,2016,151.4,26W_P1
26W,2016-08-31,P1,,7.0,2.0,VUOC,b,1.0,11.0,,17,,,,,,2016,466.0,26W_P1
26W,2016-08-31,P1,,5.0,1.0,BOGR,b,0.0,12.0,1.0,17,234.693,,,,,2016,285.0,26W_P1
26W,2016-08-31,P1,,6.0,1.0,BOGR,b,0.0,13.0,1.0,17,234.693,,,,,2016,308.69999999999993,26W_P1
26W,2016-08-31,P1,,5.0,2.0,BOGR,b,0.0,16.0,2.0,17,469.386,,,,,2016,418.59999999999997,26W_P1
26W,2016-08-31,P1,,15.0,3.0,VUOC,b,1.0,17.0,,17,,,,,,2016,789.1999999999999,26W_P1
26W,2016-08-31,P1,,14.0,3.0,VUOC,b,1.0,18.0,,17,,,,,,2016,765.4999999999999,26W_P1
26W,2016-08-31,P1,,21.0,5.0,VUOC,b,1.0,19.0,,17,,,,,,2016,1198.6000000000001,26W_P1
26W,2016-08-31,P1,,5.0,2.0,BOGR,b,0.0,20.0,2.0,17,469.386,,,,,2016,418.59999999999997,26W_P1
26W,2016-08-31,P1,,9.0,3.0,BOGR,b,0.0,21.0,3.0,17,704.079,,,,,2016,646.9999999999999,26W_P1
26W,2016-08-31,P1,,6.0,3.0,BOGR,b,0.0,22.0,3.0,17,704.079,,,,,2016,575.9,26W_P1
26W,2016-08-31,P1,,9.0,2.0,VUOC,b,1.0,24.0,,17,,,,,,2016,513.4,26W_P1
26W,2016-08-31,P1,,15.0,3.0,CADU,b,0.0,25.0,3.0,17,704.079,,,,,2016,789.1999999999999,26W_P1
26W,2016-08-31,P2,,8.0,2.0,BOGR,b,0.0,1.0,2.0,17,469.386,,,,,2016,489.69999999999993,26W_P2
26W,2016-08-31,P2,,12.0,1.0,PASM,b,0.0,2.0,1.0,17,234.693,,,,,2016,450.9,26W_P2
26W,2016-08-31,P2,,6.0,4.0,BOGR,b,0.0,3.0,4.0,17,938.772,,,,,2016,709.4999999999999,26W_P2
26W,2016-08-31,P2,,18.0,8.0,PASM,b,0.0,4.0,8.0,17,1877.544,,,,,2016,1528.3,26W_P2
26W,2016-08-31,P2,,14.0,1.0,BOGR,g,0.0,5.0,1.0,17,234.693,,,,,2016,498.29999999999995,26W_P2
26W,2016-08-31,P2,,24.0,1.0,PASM,b,0.0,6.0,1.0,17,234.693,,,,,2016,735.3,26W_P2
26W,2016-08-31,P2,,24.0,3.0,BOGR,g,0.0,7.0,3.0,17,704.079,,,,,2016,1002.4999999999999,26W_P2
26W,2016-08-31,P2,,10.0,2.0,VUOC,b,1.0,8.0,,17,,,,,,2016,537.1,26W_P2
26W,2016-08-31,P2,,19.0,3.0,PASM,b,0.0,9.0,3.0,17,704.079,,,,,2016,883.9999999999999,26W_P2
26W,2016-08-31,P2,,16.0,6.0,PASM,b,0.0,10.0,6.0,17,1408.158,,,,,2016,1213.7,26W_P2
26W,2016-08-31,P2,,16.0,1.0,PASM,b,0.0,11.0,1.0,17,234.693,,,,,2016,545.6999999999999,26W_P2
26W,2016-08-31,P2,,15.0,4.0,BOGR,b,0.0,12.0,4.0,17,938.772,,,,,2016,922.8,26W_P2
26W,2016-08-31,P2,,13.0,0.0,BOGR,b,0.0,13.0,0.0,17,0.0,,,,,2016,340.99999999999994,26W_P2
26W,2016-08-31,P2,,16.0,2.0,VUOC,b,1.0,14.0,,17,,,,,,2016,679.3,26W_P2
26W,2016-08-31,P2,,12.0,4.0,THFI,b,,15.0,,17,,,,,,2016,851.6999999999999,26W_P2
26W,2016-08-31,P2,,10.0,2.0,VUOC,b,1.0,16.0,,17,,,,,,2016,537.1,26W_P2
26W,2016-08-31,P2,,11.0,1.0,VUOC,b,1.0,17.0,,17,,,,,,2016,427.19999999999993,26W_P2
26W,2016-08-31,P2,,12.0,3.0,VUOC,b,1.0,18.0,,17,,,,,,2016,718.0999999999999,26W_P2
26W,2016-08-31,P2,,12.0,3.0,VUOC,b,1.0,19.0,,17,,,,,,2016,718.0999999999999,26W_P2
26W,2016-08-31,P2,,13.0,2.0,VUOC,b,1.0,20.0,,17,,,,,,2016,608.1999999999999,26W_P2
26W,2016-08-31,P2,,19.0,4.0,BOGR,b,0.0,21.0,4.0,17,938.772,,,,,2016,1017.6,26W_P2
26W,2016-08-31,P2,,3.0,1.0,BOGR,b,0.0,22.0,1.0,17,234.693,,,,,2016,237.6,26W_P2
26W,2016-08-31,P2,,8.0,2.0,BOGR,b,0.0,23.0,2.0,17,469.386,,,,,2016,489.69999999999993,26W_P2
26W,2016-08-31,P2,,11.0,3.0,CADU,b,0.0,24.0,3.0,17,704.079,,,,,2016,694.4,26W_P2
26W,2016-08-31,P2,,2.0,1.0,BOGR,b,0.0,25.0,1.0,17,234.693,,,,,2016,213.9,26W_P2
26W,2016-08-31,P3,,10.0,2.0,VUOC,b,1.0,1.0,,17,,,,,,2016,537.1,26W_P3
26W,2016-08-31,P3,,9.0,3.0,VUOC,b,1.0,2.0,,17,,,,,,2016,646.9999999999999,26W_P3
26W,2016-08-31,P3,,3.0,1.0,VUOC,b,1.0,3.0,,17,,,,,,2016,237.6,26W_P3
26W,2016-08-31,P3,,2.0,0.0,BOGR,b,0.0,5.0,0.0,17,0.0,,,,,2016,80.3,26W_P3
26W,2016-08-31,P3,,7.0,2.0,BOGR,g,0.0,6.0,2.0,17,469.386,,,,,2016,466.0,26W_P3
26W,2016-08-31,P3,,10.0,2.0,VUOC,b,1.0,7.0,,17,,,,,,2016,537.1,26W_P3
26W,2016-08-31,P3,,7.0,3.0,VUOC,b,1.0,8.0,,17,,,,,,2016,599.5999999999999,26W_P3
26W,2016-08-31,P3,,7.0,3.0,BOGR,b,0.0,9.0,3.0,17,704.079,,,,,2016,599.5999999999999,26W_P3
26W,2016-08-31,P3,,10.0,4.0,VUOC,b,1.0,11.0,,17,,,,,,2016,804.3,26W_P3
26W,2016-08-31,P3,,11.0,3.0,BOGR,b,0.0,12.0,3.0,17,704.079,,,,,2016,694.4,26W_P3
26W,2016-08-31,P3,,15.0,4.0,VUOC,b,1.0,13.0,,17,,,,,,2016,922.8,26W_P3
26W,2016-08-31,P3,,5.0,1.0,BOGR,b,0.0,14.0,1.0,17,234.693,,,,,2016,285.0,26W_P3
26W,2016-08-31,P3,,12.0,1.0,BOGR,b,0.0,15.0,1.0,17,234.693,,,,,2016,450.9,26W_P3
26W,2016-08-31,P3,,5.0,1.0,BOGR,b,0.0,16.0,1.0,17,234.693,,,,,2016,285.0,26W_P3
26W,2016-08-31,P3,,9.0,1.0,BOGR,b,0.0,17.0,1.0,17,234.693,,,,,2016,379.79999999999995,26W_P3
26W,2016-08-31,P3,,5.0,2.0,BOGR,b,0.0,18.0,2.0,17,469.386,,,,,2016,418.59999999999997,26W_P3
26W,2016-08-31,P3,,11.0,2.0,VUOC,b,1.0,19.0,,17,,,,,,2016,560.8,26W_P3
26W,2016-08-31,P3,,11.0,4.0,VUOC,b,1.0,20.0,,17,,,,,,2016,827.9999999999999,26W_P3
26W,2016-08-31,P3,,16.0,2.0,VUOC,b,1.0,21.0,,17,,,,,,2016,679.3,26W_P3
26W,2016-08-31,P3,,8.0,2.0,VUOC,b,1.0,22.0,,17,,,,,,2016,489.69999999999993,26W_P3
26W,2016-08-31,P3,,4.0,3.0,BOGR,b,0.0,23.0,3.0,17,704.079,,,,,2016,528.5,26W_P3
26W,2016-08-31,P3,,7.0,4.0,VUOC,b,1.0,24.0,,17,,,,,,2016,733.1999999999999,26W_P3
26W,2016-08-31,P3,,5.0,1.0,BOGR,b,0.0,25.0,1.0,17,234.693,,,,,2016,285.0,26W_P3
26W,2016-08-31,P4,,16.0,5.0,HECO,b,0.0,1.0,5.0,17,1173.465,,,,,2016,1080.1000000000001,26W_P4
26W,2016-08-31,P4,,10.0,2.0,VUOC,b,1.0,2.0,,17,,,,,,2016,537.1,26W_P4
26W,2016-08-31,P4,,18.0,4.0,VUOC,b,1.0,3.0,,17,,,,,,2016,993.9,26W_P4
26W,2016-08-31,P4,,14.0,3.0,VUOC,b,1.0,4.0,,17,,,,,,2016,765.4999999999999,26W_P4
26W,2016-08-31,P4,,11.0,4.0,VUOC,b,1.0,5.0,,17,,,,,,2016,827.9999999999999,26W_P4
26W,2016-08-31,P4,,5.0,2.0,BOGR,b,0.0,6.0,2.0,17,469.386,,,,,2016,418.59999999999997,26W_P4
26W,2016-08-31,P4,,17.0,3.0,BOGR,b,0.0,7.0,3.0,17,704.079,,,,,2016,836.5999999999999,26W_P4
26W,2016-08-31,P4,,7.0,2.0,BOGR,b,0.0,8.0,2.0,17,469.386,,,,,2016,466.0,26W_P4
26W,2016-08-31,P4,,13.0,3.0,BOGR,b,0.0,9.0,3.0,17,704.079,,,,,2016,741.7999999999998,26W_P4
26W,2016-08-31,P4,,18.0,3.0,PASM,b,0.0,10.0,3.0,17,704.079,,,,,2016,860.2999999999998,26W_P4
26W,2016-08-31,P4,,15.0,1.0,BOGR,b,0.0,11.0,1.0,17,234.693,,,,,2016,522.0,26W_P4
26W,2016-08-31,P4,,11.0,2.0,BOGR,b,0.0,13.0,2.0,17,469.386,,,,,2016,560.8,26W_P4
26W,2016-08-31,P4,,12.0,2.0,VUOC,b,1.0,14.0,,17,,,,,,2016,584.4999999999999,26W_P4
26W,2016-08-31,P4,,7.0,2.0,BOGR,b,0.0,15.0,2.0,17,469.386,,,,,2016,466.0,26W_P4
26W,2016-08-31,P4,,11.0,2.0,BOGR,b,0.0,17.0,2.0,17,469.386,,,,,2016,560.8,26W_P4
26W,2016-08-31,P4,,10.0,3.0,VUOC,b,1.0,18.0,,17,,,,,,2016,670.6999999999999,26W_P4
26W,2016-08-31,P4,,5.0,2.0,BOGR,b,0.0,19.0,2.0,17,469.386,,,,,2016,418.59999999999997,26W_P4
26W,2016-08-31,P4,,13.0,2.0,VUOC,b,1.0,20.0,,17,,,,,,2016,608.1999999999999,26W_P4
26W,2016-08-31,P4,,13.0,3.0,VUOC,b,1.0,21.0,,17,,,,,,2016,741.7999999999998,26W_P4
26W,2016-08-31,P4,,5.0,2.0,BOGR,g,0.0,22.0,2.0,17,469.386,,,,,2016,418.59999999999997,26W_P4
26W,2016-08-31,P4,,5.0,3.0,BOGR,b,0.0,23.0,3.0,17,704.079,,,,,2016,552.1999999999999,26W_P4
26W,2016-08-31,P4,,5.0,1.0,VUOC,b,1.0,24.0,,17,,,,,,2016,285.0,26W_P4
26W,2016-08-31,P4,,3.0,2.0,BOGR,b,0.0,25.0,2.0,17,469.386,,,,,2016,371.19999999999993,26W_P4
26W,2016-08-31,PEX1,,7.0,2.0,BOGR,b,0.0,1.0,2.0,17,469.386,,,,,2016,466.0,26W_PEX1
26W,2016-08-31,PEX1,,10.0,2.0,HECO,b,0.0,2.0,2.0,17,469.386,,,,,2016,537.1,26W_PEX1
26W,2016-08-31,PEX1,,14.0,2.0,VUOC,b,1.0,3.0,,17,,,,,,2016,631.9,26W_PEX1
26W,2016-08-31,PEX1,,21.0,2.0,BOGR,b,0.0,4.0,2.0,17,469.386,,,,,2016,797.8,26W_PEX1
26W,2016-08-31,PEX1,,24.0,2.0,VUOC,b,1.0,5.0,,17,,,,,,2016,868.9,26W_PEX1
26W,2016-08-31,PEX1,,19.0,3.0,CADU,b,0.0,6.0,3.0,17,704.079,,,,,2016,883.9999999999999,26W_PEX1
26W,2016-08-31,PEX1,,15.0,4.0,VUOC,b,1.0,7.0,,17,,,,,,2016,922.8,26W_PEX1
26W,2016-08-31,PEX1,,12.0,3.0,BOGR,g,0.0,8.0,3.0,17,704.079,,,,,2016,718.0999999999999,26W_PEX1
26W,2016-08-31,PEX1,,3.0,2.0,CADU,b,0.0,9.0,2.0,17,469.386,,,,,2016,371.19999999999993,26W_PEX1
26W,2016-08-31,PEX1,,6.0,2.0,BOGR,b,0.0,10.0,2.0,17,469.386,,,,,2016,442.29999999999995,26W_PEX1
26W,2016-08-31,PEX1,,13.0,3.0,VUOC,b,1.0,11.0,,17,,,,,,2016,741.7999999999998,26W_PEX1
26W,2016-08-31,PEX1,,6.0,1.0,VUOC,b,1.0,12.0,,17,,,,,,2016,308.69999999999993,26W_PEX1
26W,2016-08-31,PEX1,,16.0,3.0,VUOC,b,1.0,13.0,,17,,,,,,2016,812.9,26W_PEX1
26W,2016-08-31,PEX1,,39.0,3.0,VUOC,b,1.0,14.0,,17,,,,,,2016,1358.0,26W_PEX1
26W,2016-08-31,PEX1,,19.0,3.0,HECO,g,0.0,15.0,3.0,17,704.079,,,,,2016,883.9999999999999,26W_PEX1
26W,2016-08-31,PEX1,,11.0,3.0,BOGR,b,0.0,16.0,3.0,17,704.079,,,,,2016,694.4,26W_PEX1
26W,2016-08-31,PEX1,,11.0,2.0,BOGR,b,0.0,18.0,2.0,17,469.386,,,,,2016,560.8,26W_PEX1
26W,2016-08-31,PEX1,,41.0,2.0,VUOC,b,1.0,19.0,,17,,,,,,2016,1271.8,26W_PEX1
26W,2016-08-31,PEX1,,13.0,2.0,BOGR,g,0.0,20.0,2.0,17,469.386,,,,,2016,608.1999999999999,26W_PEX1
26W,2016-08-31,PEX1,,19.0,5.0,HECO,g,0.0,21.0,5.0,17,1173.465,,,,,2016,1151.2,26W_PEX1
26W,2016-08-31,PEX1,,8.0,3.0,HECO,b,0.0,22.0,3.0,17,704.079,,,,,2016,623.3,26W_PEX1
26W,2016-08-31,PEX1,,15.0,3.0,VUOC,b,1.0,23.0,,17,,,,,,2016,789.1999999999999,26W_PEX1
26W,2016-08-31,PEX1,,19.0,4.0,HECO,b,0.0,24.0,4.0,17,938.772,,,,,2016,1017.6,26W_PEX1
26W,2016-08-31,PEX1,,11.0,4.0,VUOC,b,1.0,25.0,,17,,,,,,2016,827.9999999999999,26W_PEX1
26W,2016-08-31,PEX2,,19.0,1.0,BUDA,b,0.0,1.0,1.0,17,234.693,,,,,2016,616.8,26W_PEX2
26W,2016-08-31,PEX2,,21.0,2.0,BUDA,g,0.0,2.0,2.0,17,469.386,,,,,2016,797.8,26W_PEX2
26W,2016-08-31,PEX2,,20.0,3.0,BOGR,b,0.0,3.0,3.0,17,704.079,,,,,2016,907.6999999999999,26W_PEX2
26W,2016-08-31,PEX2,,23.0,3.0,VUOC,b,1.0,4.0,,17,,,,,,2016,978.8,26W_PEX2
26W,2016-08-31,PEX2,,17.0,3.0,VUOC,b,1.0,5.0,,17,,,,,,2016,836.5999999999999,26W_PEX2
26W,2016-08-31,PEX2,,17.0,4.0,VUOC,b,1.0,6.0,,17,,,,,,2016,970.1999999999999,26W_PEX2
26W,2016-08-31,PEX2,,21.0,5.0,PASM,b,0.0,7.0,5.0,17,1173.465,,,,,2016,1198.6000000000001,26W_PEX2
26W,2016-08-31,PEX2,,15.0,3.0,BOGR,b,0.0,8.0,3.0,17,704.079,,,,,2016,789.1999999999999,26W_PEX2
26W,2016-08-31,PEX2,,17.0,4.0,VUOC,b,1.0,9.0,,17,,,,,,2016,970.1999999999999,26W_PEX2
26W,2016-08-31,PEX2,,25.0,5.0,VUOC,b,1.0,10.0,,17,,,,,,2016,1293.4,26W_PEX2
26W,2016-08-31,PEX2,,13.0,4.0,VUOC,b,1.0,11.0,,17,,,,,,2016,875.4,26W_PEX2
26W,2016-08-31,PEX2,,17.0,5.0,VUOC,b,1.0,12.0,,17,,,,,,2016,1103.8000000000002,26W_PEX2
26W,2016-08-31,PEX2,,11.0,7.0,VUOC,b,1.0,13.0,,17,,,,,,2016,1228.8,26W_PEX2
26W,2016-08-31,PEX2,,19.0,4.0,VUOC,b,1.0,14.0,,17,,,,,,2016,1017.6,26W_PEX2
26W,2016-08-31,PEX2,,11.0,4.0,VUOC,b,1.0,15.0,,17,,,,,,2016,827.9999999999999,26W_PEX2
26W,2016-08-31,PEX2,,9.0,2.0,VUOC,b,1.0,16.0,,17,,,,,,2016,513.4,26W_PEX2
26W,2016-08-31,PEX2,,15.0,3.0,VUOC,b,1.0,17.0,,17,,,,,,2016,789.1999999999999,26W_PEX2
26W,2016-08-31,PEX2,,5.0,3.0,BOGR,b,0.0,18.0,3.0,17,704.079,,,,,2016,552.1999999999999,26W_PEX2
26W,2016-08-31,PEX2,,13.0,3.0,VUOC,b,1.0,19.0,,17,,,,,,2016,741.7999999999998,26W_PEX2
26W,2016-08-31,PEX2,,11.0,4.0,VUOC,b,1.0,20.0,,17,,,,,,2016,827.9999999999999,26W_PEX2
26W,2016-08-31,PEX2,,13.0,4.0,VUOC,b,1.0,21.0,,17,,,,,,2016,875.4,26W_PEX2
26W,2016-08-31,PEX2,,21.0,4.0,VUOC,b,1.0,22.0,,17,,,,,,2016,1065.0,26W_PEX2
26W,2016-08-31,PEX2,,12.0,3.0,BOGR,b,0.0,23.0,3.0,17,704.079,,,,,2016,718.0999999999999,26W_PEX2
26W,2016-08-31,PEX2,,15.0,2.0,VUOC,b,1.0,24.0,,17,,,,,,2016,655.6,26W_PEX2
26W,2016-08-31,PEX2,,5.0,1.0,BUDA,b,0.0,25.0,1.0,17,234.693,,,,,2016,285.0,26W_PEX2
26W,2016-09-06,P1,,10.0,3.0,VUOC,b,1.0,1.0,,18,,,,,,2016,670.6999999999999,26W_P1
26W,2016-09-06,P1,,14.0,3.0,VUOC,b,1.0,2.0,,18,,,,,,2016,765.4999999999999,26W_P1
26W,2016-09-06,P1,,10.0,2.0,VUOC,b,1.0,3.0,,18,,,,,,2016,537.1,26W_P1
26W,2016-09-06,P1,,5.0,2.0,BOGR,b,0.0,4.0,2.0,18,469.386,,,,,2016,418.59999999999997,26W_P1
26W,2016-09-06,P1,,15.0,2.0,BOGR,b,0.0,5.0,2.0,18,469.386,,,,,2016,655.6,26W_P1
26W,2016-09-06,P1,,15.0,2.0,VUOC,b,1.0,6.0,,18,,,,,,2016,655.6,26W_P1
26W,2016-09-06,P1,,7.0,2.0,BOGR,b,0.0,7.0,2.0,18,469.386,,,,,2016,466.0,26W_P1
26W,2016-09-06,P1,,13.0,2.0,BOGR,b,0.0,8.0,2.0,18,469.386,,,,,2016,608.1999999999999,26W_P1
26W,2016-09-06,P1,,17.0,2.0,HECO,b,0.0,9.0,2.0,18,469.386,,,,,2016,702.9999999999999,26W_P1
26W,2016-09-06,P1,,10.0,3.0,CADU,b,0.0,10.0,3.0,18,704.079,,,,,2016,670.6999999999999,26W_P1
26W,2016-09-06,P1,,12.0,2.0,BOGR,b,0.0,11.0,2.0,18,469.386,,,,,2016,584.4999999999999,26W_P1
26W,2016-09-06,P1,,2.0,1.0,BOGR,b,0.0,12.0,1.0,18,234.693,,,,,2016,213.9,26W_P1
26W,2016-09-06,P1,,11.0,1.0,BOGR,b,0.0,13.0,1.0,18,234.693,,,,,2016,427.19999999999993,26W_P1
26W,2016-09-06,P1,,11.0,2.0,BOGR,b,0.0,14.0,2.0,18,469.386,,,,,2016,560.8,26W_P1
26W,2016-09-06,P1,,7.0,2.0,BOGR,b,0.0,15.0,2.0,18,469.386,,,,,2016,466.0,26W_P1
26W,2016-09-06,P1,,10.0,2.0,BOGR,b,0.0,16.0,2.0,18,469.386,,,,,2016,537.1,26W_P1
26W,2016-09-06,P1,,19.0,2.0,BOGR,b,0.0,17.0,2.0,18,469.386,,,,,2016,750.4,26W_P1
26W,2016-09-06,P1,,7.0,0.0,VUOC,b,1.0,18.0,,18,,,,,,2016,198.8,26W_P1
26W,2016-09-06,P1,,12.0,2.0,BOGR,b,0.0,19.0,2.0,18,469.386,,,,,2016,584.4999999999999,26W_P1
26W,2016-09-06,P1,,13.0,4.0,VUOC,b,1.0,20.0,,18,,,,,,2016,875.4,26W_P1
26W,2016-09-06,P1,,5.0,2.0,BOGR,b,0.0,21.0,2.0,18,469.386,,,,,2016,418.59999999999997,26W_P1
26W,2016-09-06,P1,,14.0,2.0,BOGR,b,0.0,22.0,2.0,18,469.386,,,,,2016,631.9,26W_P1
26W,2016-09-06,P1,,14.0,3.0,BOGR,b,0.0,23.0,3.0,18,704.079,,,,,2016,765.4999999999999,26W_P1
26W,2016-09-06,P1,,5.0,1.0,BOGR,b,0.0,24.0,1.0,18,234.693,,,,,2016,285.0,26W_P1
26W,2016-09-06,P1,,9.0,4.0,VUOC,b,1.0,25.0,,18,,,,,,2016,780.5999999999999,26W_P1
26W,2016-09-06,P2,,9.0,2.0,VUOC,b,1.0,1.0,,18,,,,,,2016,513.4,26W_P2
26W,2016-09-06,P2,,17.0,2.0,VUOC,b,1.0,2.0,,18,,,,,,2016,702.9999999999999,26W_P2
26W,2016-09-06,P2,,19.0,3.0,BOGR,b,0.0,3.0,3.0,18,704.079,,,,,2016,883.9999999999999,26W_P2
26W,2016-09-06,P2,,9.0,3.0,CADU,b,0.0,4.0,3.0,18,704.079,,,,,2016,646.9999999999999,26W_P2
26W,2016-09-06,P2,,3.0,2.0,BOGR,b,0.0,5.0,2.0,18,469.386,,,,,2016,371.19999999999993,26W_P2
26W,2016-09-06,P2,,16.0,3.0,PASM,b,0.0,6.0,3.0,18,704.079,,,,,2016,812.9,26W_P2
26W,2016-09-06,P2,,20.0,2.0,BOGR,b,0.0,7.0,2.0,18,469.386,,,,,2016,774.1,26W_P2
26W,2016-09-06,P2,,13.0,2.0,BOGR,b,0.0,8.0,2.0,18,469.386,,,,,2016,608.1999999999999,26W_P2
26W,2016-09-06,P2,,24.0,4.0,PASM,b,0.0,10.0,4.0,18,938.772,,,,,2016,1136.1,26W_P2
26W,2016-09-06,P2,,4.0,2.0,BOGR,b,0.0,11.0,2.0,18,469.386,,,,,2016,394.9,26W_P2
26W,2016-09-06,P2,,16.0,4.0,VUOC,b,1.0,12.0,,18,,,,,,2016,946.4999999999999,26W_P2
26W,2016-09-06,P2,,11.0,2.0,CADU,b,0.0,13.0,2.0,18,469.386,,,,,2016,560.8,26W_P2
26W,2016-09-06,P2,,11.0,2.0,VUOC,b,1.0,14.0,,18,,,,,,2016,560.8,26W_P2
26W,2016-09-06,P2,,11.0,2.0,BOGR,b,0.0,15.0,2.0,18,469.386,,,,,2016,560.8,26W_P2
26W,2016-09-06,P2,,14.0,2.0,VUOC,b,1.0,16.0,,18,,,,,,2016,631.9,26W_P2
